Word_Idx,Antonym1,Antonym2,Antonym3,Antonym4
strap_8,unstrap
stratified language_1,unstratified language
stratified_1,unstratified
strength_2,weak point
strength_6,unpersuasiveness
strength_8,weakness
strength_9,weakness
strengthen_1,weaken
strengthen_2,weaken
strengthening_1,weakening
strengthening_2,weakening
stressed_1,unstressed
stretch_14,shrink
strict_2,indulgent
strike_12,miss
string_11,unstring
strip down_1,dress,dress
strip_18,dress,dress
strong point_1,weak point 
strong suit_1,weak point 
strong_1,weak 
strong_8,impotent 
strongly_2,weakly 
structured_2,unstructured 
stubborn_1,docile 
stuck_1,unstuck 
studied_1,unstudied 
studio_3,location 
stuff_13,unstuff 
stupid_1,smart 
stupid_3,intelligent 
stupidity_2,intelligence 
sturdy_3,compromising 
styleless_1,stylish 
stylish_1,styleless 
stylish_2,unfashionable 
suasion_1,dissuasion 
subartesian_1,artesian 
subhuman_1,superhuman 
subjacent_1,superjacent 
subject case_1,oblique 
subjective_1,transeunt 
subjective_2,objective 
subjectively_1,objectively 
submerged_3,afloat,aground
submergible_1,nonsubmersible 
submersible warship_1,surface ship 
submersible_1,nonsubmersible 
submersible_3,surface ship 
submissive_1,domineering 
subordinate_1,independent 
subordinate_2,insubordinate 
subordinate_4,dominant 
subordinating_1,coordinating 
subordination_5,insubordination 
subordinative_1,coordinating 
subscript_1,adscript,superscript
subscript_2,superscript 
subsequence_1,priority 
subsequent_1,antecedent 
subsequentness_1,priority 
subsonic_1,supersonic,sonic
substantial_2,insubstantial 
substantiality_1,insubstantiality 
substantialness_1,insubstantiality 
substantiate_1,negate 
substantive_1,adjective 
subsurface_1,overhead,surface
subtract_1,add 
subtraction_1,addition 
subtractive_1,additive 
succeed_1,precede 
succeed_2,fail 
succeeder_1,loser 
succeeding_1,preceding 
success_1,loser 
success_3,failure 
success_4,failure 
successful_1,unsuccessful 
successfully_1,unsuccessfully 
succumb_2,survive 
suck_3,bottlefeed 
suckle_1,bottlefeed 
sudden_1,gradual 
suffer_3,enjoy 
suffer_5,be well 
sufficiency_1,inadequacy,insufficiency
sufficient_1,insufficient 
sufficiently_1,insufficiently 
suffix_2,prefix 
sugarless_1,sugary 
sugary_1,sugarless 
suggest_3,contraindicate 
suitability_1,unsuitableness,unsuitability
suitableness_1,unsuitableness,unsuitability
suitably_1,unsuitably,inappropriately
summer solstice_1,winter solstice,
summerise_1,winterize,
summerize_1,winterize,
summery_1,autumnal,wintry,vernal
sundown_1,sunrise,
sunken_2,afloat,aground 
sunniness_1,uncheerfulness,
sunrise_3,sunset,
sunset_5,sunrise,
sunshine_1,uncheerfulness,
sunup_1,sunset,
superficial_1,profound,
superficiality_1,profundity,
superhuman_1,subhuman,
superior_1,inferior,
superior_12,subscript,
superior_2,inferior 
superior_4,inferior 
superior_6,subscript,adscript
superior_8,inferior 
superiority_3,low quality,inferiority
superjacent_1,subjacent 
supernal_2,infernal 
supernatural_1,natural 
superordinate_3,inferior 
superscript_1,subscript,adscript
superscript_2,subscript 
supersonic_1,sonic,subsonic
supervised_1,unsupervised 
supination_1,pronation 
supply_1,demand 
supply_5,recall 
support_15,negate 
supported_1,unsupported 
supported_2,unsupported,unsupported
supportive_1,unsupportive 
suppressed_1,publicized 
suppurative_1,nonsuppurative 
supra_1,below 
surcharge_4,undercharge 
surd_1,voiced 
sure thing_1,uncertainty 
sure_1,unsure,uncertain
sure_3,uncertain 
surface mail_1,air mail 
surface ship_1,submersible 
surface_1,subsurface,overhead
surface-assimilative_1,nonadsorbent 
surface-to-air_1,air-to-surface,air-to-air
surge_8,ebb 
surgical_2,nonsurgical 
surgical_3,medical 
surmountable_2,insurmountable 
surprised_1,unsurprised 
surprising_1,unsurprising 
surprisingness_1,expectedness 
surrender_6,resist 
survive_4,succumb 
susceptibility_1,unsusceptibility 
susceptible_1,unsusceptible 
susceptibleness_1,unsusceptibility 
suspect_2,plaintiff 
suspect_4,trust,trust
suspected_1,unsuspected 
sustain_2,negate 
swear_4,mistrust,distrust
sweet_10,dry 
sweet_2,sour 
sweet_4,salty 
sweeten_2,sour 
sweetness_2,unpleasantness 
swept_1,unswept 
swim_2,sink 
switch off_1,switch on 
switch on_1,switch off 
sworn_1,unsworn 
syllabic_1,accentual,quantitative
syllabic_2,nonsyllabic 
syllabic_4,nonsyllabic 
symmetric_1,asymmetrical 
symmetrical_2,asymmetrical 
symmetrically_1,asymmetrically 
symmetricalness_1,asymmetry 
symmetry_1,anisotropy 
symmetry_2,disproportion 
symmetry_3,asymmetry 
sympathetic_1,unsympathetic 
sympathetic_3,unsympathetic 
sympathetically_1,unsympathetically 
sympatric_1,allopatric 
sympatry_1,allopatry 
sync_1,desynchronise,desynchronize
syncarpous_1,apocarpous 
syncategorem_1,categoreme,categorem
syncategorematic_1,categorematic 
syncategoreme_1,categoreme,categorem
synchronal_1,asynchronous,
synchroneity_1,desynchronizing,desynchronization,asynchronism
synchronic_1,diachronic,
synchronic_2,asynchronous,
synchronicity_1,desynchronizing,desynchronization,asynchronism
synchronisation_1,desynchronizing,desynchronization,asynchronism
synchronise_6,desynchronise,desynchronize 
synchronism_1,desynchronizing,desynchronization,asynchronism
synchronization_3,desynchronizing,desynchronization,asynchronism
synchronize_1,desynchronise,desynchronize 
synchronizing_1,desynchronizing,desynchronization,asynchronism
synchronous operation_1,asynchronous operation,
synchronous_1,asynchronous,
synchronous_2,asynchronous,
synchrony_1,desynchronizing,desynchronization,asynchronism
synclinal_1,anticlinal,
syndetic_1,asyndetic
synergist_1,antagonist
synergistic_1,antagonistic
synonym_1,antonym
synonymous_1,antonymous
syntagmatic_1,paradigmatic
synthesis_3,analysis
synthesise_1,analyze
synthesize_2,analyze
synthetic thinking_1,analysis
synthetic_1,analytic
synthetic_5,analytic
synthetic_6,analytic
synthetical_1,analytic
synthetical_2,analytic
systematic_1,unsystematic
systematically_1,unsystematically,inconsistently
table d'hote_1,a la carte 
taciturn_1,voluble 
tack together_1,disassemble 
tack_8,disassemble 
tackle_7,unharness 
tact_1,tactlessness 
tactful_1,tactless 
tactfully_1,tactlessly 
tactfulness_1,tactlessness 
tactless_2,tactful 
tactlessly_1,tactfully 
tactlessness_1,tactfulness 
tagged_1,unlabeled 
tail_4,head 
taint_3,disinfect 
take apart_1,synthesize
take apart_2,assemble
take away_1,bring
take away_6,add
take down_2,raise
take down_3,raise
take hold_1,let go of
take in_1,emit
take in_6,let out
take in_8,abstain
take issue_1,agree
take leave_1,stay
take off_7,add
take office_1,leave office
take out_11,add
take out_13,pack
take out_14,deposit
take out_6,include
take to heart_1,neglect
take_17,disclaim
take_19,abstain
take_3,refuse
take_32,obviate
take_38,give
taken_2,given
talented_1,untalented
talentless_1,talented
talk into_1,talk out of
talk out of_1,talk into
talk_11,keep quiet
tall_2,short
tallness_2,shortness
tally_5,disagree 
tame_2,wild 
tame_3,wild 
tamed_1,wild 
tameness_1,wildness 
tangibility_1,impalpability,intangibility
tangible_1,impalpable 
tangible_3,intangible 
tangible_4,intangible 
tangibleness_1,impalpability,intangibility
tangle_4,unsnarl,disentangle
tangle_5,unknot,unravel
tangle_5,unravel 
tangled_1,untangled 
tanned_2,untanned 
tape_7,erase 
taper file_1,blunt file
tapped_1,untapped
tardily_1,early
tardily_2,quickly
tardiness_1,punctuality
target program_1,source program
tasteful_1,tasteless
tastefully_1,tastelessly
tastefulness_1,tastelessness
tasteless_1,tasteful
tasteless_2,tasty
tastelessly_1,tastefully
tastelessness_2,tastefulness
tastily_1,tastelessly
tasty_1,tasteless
tattily_1,expensively
tattle_3,keep quiet
tautness_2,looseness
taxable_1,nontaxable
tear down_1,raise
tearful_2,tearless
tearless_1,tearful
technical_5,nontechnical
technophile_1,technophobe
technophobe_1,technophile
teemingness_1,scarcity
temperance_2,intemperance
temperate_1,intemperate
temperate_2,intemperate
tempered_1,untempered
tempered_2,untempered
temporalty_1,clergy
temporarily_1,permanently 
temporary_1,permanent 
tenacious_3,unretentive 
tender_2,tough 
tender_3,tough 
tender_7,tough 
tense up_1,relax 
tense up_2,unstrain,relax
tense_1,relaxed 
tense_2,lax 
tense_3,lax 
tense_7,unstrain,relax
tense_8,relax 
tenuity_3,thickness 
terminate_1,begin,begin
terminate_2,begin 
terminate_4,hire 
terrestrial_1,amphibious,aquatic
territorial waters_1,high sea,international waters
territorial_1,extraterritorial 
territorial_2,nonterritorial 
terseness_1,verboseness 
testate_1,intestate 
text edition_1,trade edition 
text_3,trade edition 
textbook_2,trade edition 
thankful_1,ungrateful 
thankless_2,grateful 
the right way_1,improperly 
the true_1,falsity 
theatrical_2,untheatrical 
theism_1,atheism 
thematic_2,unthematic
then again_1,on the one hand
theoretic_1,empirical
theoretical_1,applied
theoretical_2,empirical
theoretically_1,empirically
there_1,here
there_3,here
there_4,here
thereness_2,hereness
thermal reactor_1,fast reactor
thermal_3,nonthermal
thermic_1,nonthermal
thermoplastic_1,thermosetting
thermoset_1,thermoplastic
thermosetting_1,thermoplastic
thick_11,thinly
thick_4,thin
thick_8,thin
thicken_1,thin
thicken_2,thin
thickly_1,thinly
thickly_2,thinly
thickly_4,thinly
thickness_2,thinness
thickness_3,thinness
thin person_1,fat person
thin_1,thick
thin_10,thicken
thin_12,gain
thin_13,thicken
thin_3,fat
thin_4,full
thin_8,thick
thin_9,thickly
think of_4,forget
think_9,forget
thinkable_1,unthinkable
thinly_1,thickly
thinly_2,thickly
thinly_3,thickly
thinness_1,thickness
thinness_3,fatness
thinness_5,thickness
thirsty_4,hungry
thither_1,here
thoroughbred_2,mixed-blood
thoughtful_1,thoughtless
thoughtful_3,heedless 
thoughtfully_1,thoughtlessly 
thoughtfully_2,thoughtlessly 
thoughtfulness_1,thoughtlessness,inconsideration
thoughtfulness_4,unthoughtfulness 
thoughtless_1,heedful 
thoughtless_2,thoughtful 
thoughtlessly_1,thoughtfully 
thoughtlessly_2,thoughtfully 
thoughtlessness_1,thoughtfulness,consideration
thoughtlessness_2,thoughtfulness 
three-dimensional_2,linear,planar
three-piece_1,one-piece,two-piece
thrifty_2,wasteful 
throne_4,dethrone 
through empirical observation_1,theoretically 
throw in the towel_1,enter
throw in_1,enter
throw overboard_2,claim
throw up_1,keep down
thyrotoxicosis_1,hypothyroidism
tick over_1,run
tide_6,ebb
tidiness_1,untidiness
tidiness_2,untidiness
tidy_1,untidy
tie in_1,dissociate
tie_10,untie
tie_12,disconnect
tied_2,untied
tied_3,unlaced
tight money_1,easy money
tight_1,leaky 
tight_3,loose 
tightening_1,loosening 
tightness_1,distribution 
tightness_5,looseness 
timbered_1,untimbered 
time off_1,work time 
time to come_1,past 
timeliness_1,inopportuneness 
timeliness_2,untimeliness,unseasonableness
timid_1,bold 
timid_4,brave 
timidity_2,boldness 
timorousness_2,boldness 
tipped_2,untipped 
tipsiness_1,soberness 
tire out_1,refresh
tire_2,interest
tire_5,refresh
tired_1,rested
titled_1,untitled
to a greater extent_1,less
to a higher degree_1,less than
to a higher place_1,below
to a lesser degree_1,more than
to a lesser extent_1,more
to a lower place_1,above
to both ears_1,monaurally
to one ear_1,binaurally
to the highest degree_1,least
to the lowest degree_1,most
toadstool_1,mushroom
tobacco user_1,nonsmoker 
toe_1,toeless 
toed_1,toeless 
toeless_1,toed 
tog out_1,dress down 
tog up_1,dress down 
tog_1,undress 
tolerable_2,intolerable 
tolerably_1,intolerably,unacceptably
tolerance_3,intolerance 
tolerance_5,unpermissiveness 
tolerant_5,intolerant 
tolerantly_1,intolerantly 
tonal_1,atonal 
tonality_1,atonality 
tone_9,atonicity 
toned_2,toneless 
toneless_1,toned 
tongue_6,artificial language 
tongued_2,tongueless 
tongueless_3,tongued 
tonic_1,atonic 
tonicity_1,atonicity 
tonus_1,atonicity 
too soon_1,late 
toothed_1,toothless 
toothless_1,toothed 
toothsome_3,unpalatable 
top of the inning_1,bottom 
top out_2,bottom out 
top_1,bottom,side
top_9,bottom 
top-down_1,bottom-up 
toper_1,nondrinker 
topless_2,topped 
topped_1,topless 
totally_1,partly 
touch on_4,break 
touchable_1,intangible 
touched_1,untouched 
touched_3,unmoved 
tough luck_1,good luck,good fortune
tough_3,tender 
tough_5,tender 
tough_9,tender 
toughened_1,untempered 
toughened_2,tender 
toxic_1,nontoxic 
traceable_2,untraceable
trackable_1,untraceable
tracked_1,trackless
trackless_2,tracked
tractability_1,intractability
tractable_1,intractable
tractableness_1,intractability
trade book_1,text edition
trade edition_1,text edition
traditional_1,nontraditional
tragedy_2,comedy
trained_1,untrained
tramontane_2,cismontane
tranquilize_1,agitate
tranquilize_2,stimulate
tranquillise_1,agitate
tranquillise_2,stimulate 
tranquillize_1,agitate 
tranquillize_2,stimulate 
transeunt_1,immanent 
transgress_1,keep 
transient_2,immanent 
transitive_1,intransitive 
transitively_1,intransitively 
transitiveness_1,intransitivity 
transitivise_1,detransitivize 
transitivity_2,intransitivity 
transitivize_1,detransitivize 
translatable_2,untranslatable 
translational_1,nontranslational 
transmontane_1,cismontane 
transonic_1,subsonic,supersonic
transparence_1,opacity 
transparency_2,opacity 
transport_7,disenchant 
trapezium_1,parallelogram 
travel_4,stay in place 
traveled_1,untraveled 
treated_1,untreated 
treated_2,untreated 
treated_4,untempered 
treeless_1,wooded 
tree-living_1,nonarboreal 
tribalisation_1,detribalisation,detribalization
tribalization_1,detribalisation,detribalization
tributary_4,distributary 
trick out_1,dress down 
trick up_1,dress down 
triclinic_1,monoclinic 
trimmed_1,untrimmed 
trinuclear_1,mononuclear,binucleate
trinucleate_1,mononuclear,binucleate
trinucleated_1,mononuclear,binucleate
triumph_2,defeat 
troubled_1,untroubled 
true statement_1,falsehood 
TRUE_1,false 
TRUE_11,untruthful 
true-false_1,multiple-choice 
trueness_2,disloyalty 
trueness_3,falsity 
truly_4,insincerely 
trust_12,mistrust,distrust
trust_6,distrust 
trustful_1,distrustful 
trustfully_1,distrustfully 
trustfulness_1,distrust 
trustiness_1,untrustiness,untrustworthiness
trusting_1,distrustful 
trustingly_1,distrustfully 
trustingness_1,distrust 
trustworthiness_1,untrustiness,untrustworthiness
trustworthy_2,untrustworthy 
trusty_1,untrustworthy 
truth_1,inaccuracy 
truth_3,falsity 
truth_4,falsehood 
truthful_2,untruthful 
truthfully_1,untruthfully 
truthfulness_1,untruthfulness 
tubed_1,tubeless 
tubeless_1,tubed 
tucked_1,untucked 
tune up_2,untune 
tune_5,untune 
tuneful_1,tuneless 
tunefully_1,unmelodiously 
tuneless_1,tuneful 
turn a loss_1,profit,break even
turn a profit_1,lose,break even
turn away_3,admit 
turn down_2,accept 
turn down_3,admit 
turn in_2,turn out,get up
turn off_2,switch on 
turn on_1,calm 
turn on_6,switch off 
turn out_12,switch on 
turn out_6,turn in,go to bed
turn up_3,unfold 
turn_20,unbend 
turned_1,unturned 
twine_2,untwine 
twine_5,untwist 
twine_6,unwind 
twist_15,unbend 
twist_19,untwist 
two-dimensional_2,cubic,linear
two-footed_1,quadruped,quadrupedal
two-handed_1,right-handed,left-handed
two-piece_1,three-piece,one-piece
two-sided_2,nonreversible 
two-year_1,perennial,annual
type_4,antitype 
typewriter font_1,proportional font 
typical_2,atypical 
typicality_1,atypicality 
typically_1,atypically 
uglify_1,beautify 
ugliness_1,beauty 
ugly_3,beautiful 
ultimate_1,proximate 
ultra vires_1,intra vires 
unable_1,able 
unabridged_1,abridged 
unabused_1,abused 
unaccented_1,tonic 
unacceptability_1,acceptability 
unacceptable_1,acceptable 
unacceptableness_1,acceptability 
unacceptably_1,tolerably,acceptably
unaccessible_1,accessible 
unaccommodating_2,accommodating 
unaccompanied_1,accompanied 
unaccustomed_1,accustomed 
unacknowledged_1,acknowledged 
unacquisitive_1,acquisitive 
unactable_1,actable 
unadaptability_1,adaptability 
unadaptable_1,adaptable 
unaddicted_1,addicted 
unaddressed_1,addressed 
unadjusted_1,adjusted 
unadoptable_1,adoptable 
unadorned_1,adorned
unadventurous_1,adventurous
unadvisable_1,advisable
unadvised_1,well-advised
unaesthetic_1,aesthetic
unaffected_1,affected
unaffected_3,affected
unaffected_4,moved
unaffectedness_1,affectedness
unaffixed_1,affixed
unafraid_1,afraid
unafraid_2,insecure
unaggressive_1,aggressive
unagitated_2,agitated
unagitated_3,agitated
unairworthy_1,airworthy
unalarming_1,alarming 
unalert_1,alert 
unalienable_1,alienable 
unalike_1,alike 
unalterability_2,alterability 
unalterable_2,alterable 
unaltered_1,altered 
unambiguity_1,equivocalness,ambiguity
unambiguous_1,ambiguous 
unambiguous_2,equivocal 
unambiguously_1,ambiguously 
unambitious_1,ambitious 
unambitiously_1,ambitiously 
unamended_1,amended 
unanalyzed_1,analyzed 
unangry_1,angry 
unanimated_1,animated 
unapologetic_1,apologetic 
unappealable_1,appealable 
unappealing_1,appealing 
unappealing_2,sympathetic 
unappealingly_1,appealingly 
unappendaged_1,appendaged 
unappetising_1,appetizing 
unappetisingness_1,appetizingness 
unappetizing_1,appetizing 
unappetizingness_1,appetizingness 
unappreciatively_1,gratefully,appreciatively
unapproachability_1,approachability 
unapproachable_1,approachable 
unarbitrary_1,arbitrary 
unargumentative_1,argumentative 
unarmed_1,armed
unarmed_2,armed
unarmored_1,armored
unarmored_2,armored
unarmoured_1,armored
unarmoured_2,armored
unarticulate_1,articulate
unarticulated_2,articulated
unascribable_1,attributable
unashamed_1,ashamed
unashamedly_1,ashamedly
unassertive_1,assertive
unassertively_1,assertively
unassigned_1,assigned
unassisted_1,assisted
unattached_2,attached
unattractive_1,attractive 
unattractively_1,attractively 
unattractiveness_1,attractiveness 
unattributable_1,attributable 
unauthorised_1,authorized 
unauthorized_1,authorized 
unavailability_1,availability,accessibility
unavailable_1,available 
unavenged_1,avenged 
unawakened_2,awakened 
unaware_1,aware 
unaware_2,witting 
unawed_1,awed 
unbalance_2,balance 
unbalance_3,balance 
unbalanced_2,balanced 
unbalconied_1,balconied 
unbanded_1,banded 
unbaptised_1,baptized 
unbaptized_1,baptized 
unbar_1,bar 
unbarreled_1,barreled 
unbarrelled_1,barreled 
unbearable_1,tolerable 
unbecomingly_1,decorously 
unbecomingness_1,becomingness 
unbelief_1,belief 
unbelievable_2,credible 
unbelievably_1,believably 
unbelievably_2,believably,credibly
unbelievingly_1,believingly,credulously
unbelt_1,belt 
unbelted_1,belted 
unbend_2,tense 
unbend_4,bend 
unbend_5,bend 
unbeneficed_1,beneficed 
unbind_1,bind 
unblemished_1,blemished 
unblended_1,blended 
unblock_2,freeze,block
unbodied_1,bodied 
unbolt_1,bolt 
unbordered_1,bordered 
unborn_1,born 
unbound_2,bound 
unbound_3,bound 
unbounded interval_1,closed interval 
unboundedness_1,finiteness
unbox_1,box
unbrace_3,tie
unbraid_1,braid
unbrainwashed_1,brainwashed
unbranded_1,branded
unbreakable_1,breakable
unbreakableness_1,breakableness
unbridgeable_1,bridgeable
unbridle_1,bridle
unbroken_1,broken
unbroken_2,broken
unbroken_3,broken
unbroken_4,plowed
unbuckle_1,buckle
unburden_1,burden
unburdened_2,burdened 
unburied_1,buried 
unburned_1,burned 
unbutton_1,button 
unbuttoned_1,buttoned 
uncamphorated_1,camphorated 
uncared-for_1,cared-for 
uncarpeted_1,carpeted 
uncarved_1,carved 
uncase_1,dress,dress
uncastrated_1,castrated 
uncaulked_1,caulked 
uncensored_1,censored 
unceremoniously_1,ceremoniously 
unceremoniousness_1,ceremoniousness 
uncertain_2,certain 
uncertain_4,certain 
uncertain_6,sealed 
uncertain_7,sure,certain
uncertainly_1,steadily 
uncertainness_1,certainty 
uncertainty_1,certainty 
uncertainty_2,certainty 
uncertified_1,certified 
unchain_2,chain 
unchangeability_1,changeableness 
unchangeable_1,changeable 
unchangeableness_1,changeableness 
unchanged_1,changed 
unchanged_2,altered 
unchangingness_1,changeableness 
uncharacteristic of_1,characteristic 
uncharacteristic_1,characteristic 
uncharacteristically_1,characteristically 
uncharged_1,charged 
uncharitable_1,charitable 
unchartered_1,chartered 
unchaste_1,chaste 
uncheerful_1,cheerful 
uncheerfulness_1,cheerfulness 
uncheerfulness_2,cheerfulness 
unchivalrously_1,chivalrously 
unchristian_1,christian 
unchurch_1,communicate 
uncivil_1,civil 
uncivilly_1,civilly 
unclasp_1,clasp,clasp
unclassified_1,classified 
unclassified_2,classified 
uncle_2,aunt 
unclean_1,clean 
unclean_2,clean 
uncleanliness_1,cleanliness 
uncleanness_1,cleanness 
unclear_1,clear 
unclear_2,well-defined 
uncleared_1,cleared 
unclearness_1,clearness 
unclimbable_1,scalable 
unclip_1,clip 
unclog_1,clog 
unclothe_3,dress,dress
unclothed_1,clothed 
uncloudedness_1,opacity 
unclutter_1,clutter 
unco_1,unremarkably 
uncoated_1,coated 
uncoil_1,coil 
uncoiled_1,coiled 
uncollected_1,gathered,collected
uncolored_2,colored 
uncoloured_1,colored 
uncolumned_1,columned 
uncombed_1,combed 
uncombined_1,combined 
uncomfortable_1,comfortable 
uncomfortable_2,comfortable 
uncomfortableness_1,comfort 
uncomfortably_1,comfortably 
uncommitted_2,committed 
uncommitted_3,attached
uncommon_1,common
uncommonness_2,commonness
uncommunicative_1,communicative
uncommunicativeness_1,communicativeness
uncomparable_1,comparable
uncomparably_1,comparably
uncompartmented_1,compartmented
uncompassionate_1,compassionate
uncomplaining_1,complaining
uncomplainingly_1,complainingly
uncomplete_1,complete
uncomplimentary_1,complimentary
uncomplimentary_2,flattering
uncomprehensible_1,comprehensible
uncompress_1,compress
uncompromising_1,compromising
unconcealed_1,concealed
unconcern_1,concern
unconcerned_1,concerned
unconditional_1,conditional
unconditionally_1,conditionally
unconditioned_2,conditioned
unconfident_1,confident
unconfined_1,confined
unconfirmed_1,confirmed
unconformist_1,conformist
uncongenial_2,congenial
uncongeniality_1,congeniality
unconnected_1,connected
unconnectedness_1,connectedness
unconquerable_1,conquerable
unconscientious_1,conscientious
unconscientiousness_1,conscientiousness
unconscientiousness_2,conscientiousness
unconscious_1,conscious
unconsciously_1,consciously
unconsciousness_1,consciousness
unconsolable_1,consolable
unconstipated_1,constipated
unconstitutional_1,constitutional
unconstitutionally_1,constitutionally
unconstricted_1,constricted
unconsummated_1,consummated
uncontaminated_1,contaminated
uncontaminating_1,dirty
uncontested_1,contested
uncontrived_1,studied
uncontrolled_1,controlled 
uncontroversial_2,controversial 
uncontroversially_1,controversially 
unconventional_1,conventional,conventional
unconventional_2,conventional 
unconventionality_1,conventionality 
unconventionality_2,conventionality 
unconventionally_1,conventionally 
unconvertible_1,convertible 
unconvinced_1,convinced 
unconvincing_2,convincing 
unconvincingly_1,convincingly 
uncooperative_1,cooperative 
uncork_1,cork 
uncorrected_2,corrected 
uncouple_1,couple 
uncousinly_1,cousinly
uncover_2,cover
uncrannied_1,crannied
uncrate_1,crate
uncreative_1,creative
uncreativeness_1,creativeness
uncritical_1,critical
uncritical_2,critical
uncritically_1,critically
uncross_1,cross
uncrossed_1,crossed
uncrossed_2,crossed
uncrowded_1,crowded
uncrowned_1,crowned
uncrowned_2,crowned
uncrystallised_2,crystallized
uncrystallized_2,crystallized
uncultivated_3,cultivated
uncurtained_1,curtained
uncut_1,cut
uncut_3,cut
uncut_4,cut
uncut_6,mown
uncut_7,trimmed
undamaged_1,damaged
undatable_1,datable
undeceive_1,deceive
undecipherably_1,legibly
undeciphered_1,deciphered
undeclared_1,declared
undecorated_1,adorned
undedicated_1,dedicated
undefeated_1,defeated 
undefined_1,defined 
undelineated_1,delineated 
undemanding_1,demanding 
undemocratic_1,democratic 
undemocratically_1,democratically 
undemonstrative_1,demonstrative 
undeniable_1,deniable 
undependability_1,reliableness,reliability,dependableness,dependability
undependable_1,dependable,reliable,
undependableness_1,reliableness,reliability,dependableness,dependability
undependably_1,reliably,dependably,faithfully 
underachievement_1,overachievement 
underact_1,overact 
underage_2,major 
underarm_1,overhand 
underbid_2,outbid 
underbid_3,overbid 
undercharge_3,overcharge 
underdress_1,dress up 
underestimate_3,overestimate 
underestimate_4,overestimate,overvalue
underexpose_1,overexpose 
underexpose_2,overexpose 
undergarment_1,overgarment 
underhand_2,overhand 
underhanded_2,overhand 
underived_1,derived 
underpay_1,overpay 
underplay_2,overact 
underprivileged_1,privileged 
underrate_1,overestimate 
undershoot_2,overshoot 
underspend_1,overspend 
underspend_2,overspend 
understandability_1,incomprehensibility 
understandably_1,unintelligibly 
understate_1,overstate 
understatement_1,overstatement 
understock_1,overstock 
understood_1,ununderstood 
undervalue_1,appreciate 
undervalue_3,overestimate,overvalue
undescriptive_1,descriptive 
undeservedly_1,deservedly 
undesigned_1,designed 
undesirability_1,desirability 
undesirable_1,desirable 
undesiring_1,desirous
undesirous_1,desirous
undetected_1,detected
undeterminable_1,determinable
undetermined_1,determinate
undetermined_3,determined
undeveloped_1,developed
undeveloped_2,exploited
undifferentiated_1,differentiated
undignified_1,dignified
undiluted_1,diluted
undimmed_1,dimmed
undiplomatic_1,diplomatic
undiplomatically_1,diplomatically
undiscerning_1,discerning
undiscipline_1,discipline
undiscriminating_1,discriminating 
undistinguishable_1,distinguishable 
undiversified_1,diversified 
undo_3,make 
undo_5,wrap 
undock_1,dock 
undock_2,dock 
undocumented_1,documented 
undomestic_1,domestic 
undrained_1,drained 
undramatic_1,dramatic 
undramatically_1,dramatically 
undress_2,dress,dress
undrinkable_1,drinkable 
undue_1,due 
undue_3,due 
undulatory theory_1,corpuscular theory of light,corpuscular theory
undynamic_1,dynamic 
uneager_1,eager 
unearned run_1,earned run 
unearned_1,earned 
uneasy_2,easy 
uneatable_1,edible 
unedifying_1,edifying 
uneducated_1,educated 
uneffective_1,effective 
unemotional person_1,emotional person 
unemotional_1,emotional 
unemotionality_2,emotionality 
unemotionally_1,emotionally 
unemployable_1,employable 
unemployed_1,employed 
unemployment_1,employment
unenclosed_1,enclosed
unencumbered_1,encumbered
unendowed_1,endowed
unendurable_1,tolerable
unenforceable_1,enforceable
unenforced_1,enforced
unenlightened_1,enlightened
unenlightening_1,edifying
unenlightening_2,enlightening
unenlightenment_1,enlightenment
unenlivened_1,enlivened
unenterprising_1,enterprising
unentertaining_1,entertaining
unenthusiastic_1,enthusiastic
unenthusiastically_1,enthusiastically
unequal_1,equal 
unequal_2,like 
unequally_1,equally,evenly
unequipped_1,equipped 
unequivocal_2,equivocal 
unequivocally_1,ambiguously 
unequivocalness_1,equivocalness,ambiguity
unerect_1,erect 
unergetic_1,energetic 
unessential_1,essential 
unestablished_1,established 
unethical_2,ethical 
unethically_1,ethically 
uneven_1,even 
unevenly_1,evenly 
unevenly_3,equally,evenly
unevenness_1,evenness 
unevenness_2,invariability,evenness
uneventful_1,eventful 
unexchangeability_1,exchangeability 
unexchangeable_1,exchangeable 
unexchangeable_2,convertible 
unexcitable_1,excitable 
unexcited_1,excited 
unexciting_1,exciting 
unexciting_2,stimulating 
unexcitingly_1,excitingly 
unexhausted_1,exhausted 
unexpansive_1,expansive 
unexpected_2,expected 
unexpectedly_1,deliberately 
unexpectedness_1,expectedness 
unexpendable_1,expendable 
unexpired_1,expired 
unexploited_1,exploited 
unexplorative_1,exploratory 
unexploratory_1,exploratory 
unexportable_1,exportable 
unexpressible_1,expressible 
unextended_1,extended 
unfaceted_1,faceted 
unfair_1,impartial 
unfair_2,fair 
unfairly_1,fairly 
unfairness_1,equity,fairness
unfairness_3,fairness 
unfaithful_1,faithful 
unfaithful_2,faithful 
unfaithfully_1,reliably,dependably,faithfully
unfaithfulness_1,faithfulness,fidelity 
unfamiliar_1,familiar,
unfamiliarity_1,familiarity,
unfashionable_1,fashionable,
unfashionably_1,fashionably,
unfasten_1,fasten,
unfasten_2,fasten,
unfastened_1,shut,
unfastened_2,fastened,
unfastened_3,buttoned,
unfastened_4,tied,
unfastidious_1,fastidious,
unfastidious_2,fastidious,
unfathomable_3,fathomable,
unfavorable_1,favorable,
unfavorable_2,favorable
unfavorableness_1,favorableness
